route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
4,004,4 - TROY HILL,Ross,Bus,2018-11-01,201811,WEEKDAY,0.6904,UTA
4,004,4 - TROY HILL,Ross,Bus,2018-11-01,201811,SAT.,0.7324,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7791,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-11-01,201811,SAT.,0.5834,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-11-01,201811,SUN.,0.8705,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2018-11-01,201811,WEEKDAY,0.825,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7411,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-11-01,201811,SAT.,0.7148,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-11-01,201811,SUN.,0.7341,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7345,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-11-01,201811,SAT.,0.8269,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-11-01,201811,SUN.,0.8139,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-11-01,201811,WEEKDAY,0.618,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-11-01,201811,SAT.,0.6362,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-11-01,201811,SUN.,0.6906,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-11-01,201811,WEEKDAY,0.6599,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-11-01,201811,SAT.,0.707,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-11-01,201811,SUN.,0.7328,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7419,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-11-01,201811,SAT.,0.8145,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-11-01,201811,SUN.,0.791,UTA
15,015,15 - CHARLES,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7618,UTA
15,015,15 - CHARLES,Ross,Bus,2018-11-01,201811,SAT.,0.7563,UTA
15,015,15 - CHARLES,Ross,Bus,2018-11-01,201811,SUN.,0.8017,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7184,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-11-01,201811,SAT.,0.7652,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-11-01,201811,SUN.,0.75,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7304,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-11-01,201811,SAT.,0.7443,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-11-01,201811,SUN.,0.696,UTA
18,018,18 - MANCHESTER,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7955,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-11-01,201811,WEEKDAY,0.7375,UTA
20,020,20 - KENNEDY,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7618,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-11-01,201811,WEEKDAY,0.6568,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-11-01,201811,SAT.,0.6897,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-11-01,201811,SUN.,0.6771,UTA
22,022,22 - MCCOY,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7456,UTA
22,022,22 - MCCOY,Collier,Bus,2018-11-01,201811,SAT.,0.7422,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-11-01,201811,WEEKDAY,0.6811,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-11-01,201811,SAT.,0.675,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-11-01,201811,SUN.,0.7056,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7846,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-11-01,201811,SAT.,0.8557,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-11-01,201811,SUN.,0.7253,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7616,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-11-01,201811,SAT.,0.8026,UTA
27,027,27 - FAIRYWOOD,Collier,Bus,2018-11-01,201811,SUN.,0.7991,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5521,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-11-01,201811,SAT.,0.6743,UTA
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-11-01,201811,SUN.,0.6306,UTA
29,029,29 - ROBINSON,Collier,Bus,2018-11-01,201811,WEEKDAY,0.6263,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7177,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-11-01,201811,SAT.,0.6913,UTA
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-11-01,201811,SUN.,0.7122,UTA
36,036,36 - BANKSVILLE,Collier,Bus,2018-11-01,201811,WEEKDAY,0.6482,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-11-01,201811,WEEKDAY,0.6303,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-11-01,201811,SAT.,0.7843,UTA
38,038,38 - GREEN TREE,Collier,Bus,2018-11-01,201811,SUN.,0.706,UTA
39,039,39 - BROOKLINE,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7935,UTA
39,039,39 - BROOKLINE,Collier,Bus,2018-11-01,201811,SAT.,0.8627,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7535,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-11-01,201811,SAT.,0.7775,UTA
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-11-01,201811,SUN.,0.7753,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-11-01,201811,WEEKDAY,0.6859,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-11-01,201811,SAT.,0.7893,UTA
41,041,41 - BOWER HILL,Collier,Bus,2018-11-01,201811,SUN.,0.7375,UTA
43,043,43 - BAILEY,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7219,UTA
43,043,43 - BAILEY,Collier,Bus,2018-11-01,201811,SAT.,0.665,UTA
43,043,43 - BAILEY,Collier,Bus,2018-11-01,201811,SUN.,0.6837,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7423,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-11-01,201811,SAT.,0.7493,UTA
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-11-01,201811,SUN.,0.7624,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-11-01,201811,WEEKDAY,0.714,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-11-01,201811,SAT.,0.7644,UTA
48,048,48 - ARLINGTON,Collier,Bus,2018-11-01,201811,SUN.,0.7857,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6317,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6195,UTA
51,051,51 - CARRICK,West Mifflin,Bus,2018-11-01,201811,SUN.,0.6102,UTA
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6592,UTA
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6268,UTA
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6294,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-11-01,201811,WEEKDAY,0.6496,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-11-01,201811,SAT.,0.6638,UTA
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-11-01,201811,SUN.,0.7328,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.686,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-11-01,201811,SAT.,0.7303,UTA
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-11-01,201811,SUN.,0.7567,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.7114,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-11-01,201811,SAT.,0.7298,UTA
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-11-01,201811,SUN.,0.8147,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6939,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6247,UTA
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-11-01,201811,SUN.,0.7911,UTA
58,058,58 - GREENFIELD,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6852,UTA
58,058,58 - GREENFIELD,East Liberty,Bus,2018-11-01,201811,SAT.,0.6972,UTA
58,058,58 - GREENFIELD,East Liberty,Bus,2018-11-01,201811,SUN.,0.8226,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5482,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-11-01,201811,SAT.,0.5931,UTA
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-11-01,201811,SUN.,0.643,UTA
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.8029,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5737,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6485,UTA
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-11-01,201811,SUN.,0.6882,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5683,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6671,UTA
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-11-01,201811,SUN.,0.7479,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5771,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-11-01,201811,SAT.,0.5576,UTA
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-11-01,201811,SUN.,0.5987,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6054,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6015,UTA
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-11-01,201811,SUN.,0.6534,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6977,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2018-11-01,201811,SAT.,0.6287,UTA
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2018-11-01,201811,SUN.,0.7286,UTA
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5746,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5724,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-11-01,201811,SAT.,0.6011,UTA
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-11-01,201811,SUN.,0.7349,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.634,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-11-01,201811,SAT.,0.6914,UTA
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-11-01,201811,SUN.,0.7325,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5658,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2018-11-01,201811,SAT.,0.6077,UTA
69,069,69 - TRAFFORD,East Liberty,Bus,2018-11-01,201811,SUN.,0.596,UTA
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.739,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5819,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-11-01,201811,SAT.,0.7118,UTA
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-11-01,201811,SUN.,0.768,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6208,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-11-01,201811,SAT.,0.7056,UTA
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-11-01,201811,SUN.,0.6613,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5455,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-11-01,201811,SAT.,0.5523,UTA
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-11-01,201811,SUN.,0.6736,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6251,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-11-01,201811,SAT.,0.6989,UTA
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-11-01,201811,SUN.,0.6954,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5686,UTA
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-11-01,201811,SAT.,0.5775,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.637,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-11-01,201811,SAT.,0.6819,UTA
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-11-01,201811,SUN.,0.6005,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.578,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2018-11-01,201811,SAT.,0.6275,UTA
77,077,77 - PENN HILLS,East Liberty,Bus,2018-11-01,201811,SUN.,0.5926,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6629,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2018-11-01,201811,SAT.,0.6772,UTA
79,079,79 - EAST HILLS,East Liberty,Bus,2018-11-01,201811,SUN.,0.6712,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6187,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2018-11-01,201811,SAT.,0.5911,UTA
81,081,81 - OAK HILL,West Mifflin,Bus,2018-11-01,201811,SUN.,0.6744,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6061,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2018-11-01,201811,SAT.,0.5757,UTA
82,082,82 - LINCOLN,East Liberty,Bus,2018-11-01,201811,SUN.,0.5976,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5975,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-11-01,201811,SAT.,0.639,UTA
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-11-01,201811,SUN.,0.675,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5654,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2018-11-01,201811,SAT.,0.5704,UTA
86,086,86 - LIBERTY,East Liberty,Bus,2018-11-01,201811,SUN.,0.6614,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.664,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-11-01,201811,SAT.,0.5957,UTA
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-11-01,201811,SUN.,0.7395,UTA
88,088,88 - PENN,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5911,UTA
88,088,88 - PENN,East Liberty,Bus,2018-11-01,201811,SAT.,0.6005,UTA
88,088,88 - PENN,East Liberty,Bus,2018-11-01,201811,SUN.,0.6981,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5963,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-11-01,201811,SAT.,0.7034,UTA
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-11-01,201811,SUN.,0.6357,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2018-11-01,201811,WEEKDAY,0.653,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2018-11-01,201811,SAT.,0.6734,UTA
91,091,91 - BUTLER STREET,Ross,Bus,2018-11-01,201811,SUN.,0.7775,UTA
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6526,UTA
BLLB,BLLB,SILVER LINE - LIBRARY,South Hills Village,Light Rail,2018-11-01,201811,SAT.,0.8352,Clever
BLLB,BLLB,SILVER LINE - LIBRARY,South Hills Village,Light Rail,2018-11-01,201811,SUN.,0.8682,Clever
BLLB,BLLB,SILVER LINE - LIBRARY,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,0.8169,Clever
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-11-01,201811,SAT.,0.8548,Clever
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-11-01,201811,SUN.,0.7932,Clever
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,0.8608,Clever
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7638,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-11-01,201811,SAT.,0.815,UTA
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-11-01,201811,SUN.,0.8295,UTA
G3,G3,G3 - MOON FLYER,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7069,UTA
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2018-11-01,201811,WEEKDAY,0.7329,UTA
O1,O1,O1 - ROSS FLYER,Ross,Bus,2018-11-01,201811,WEEKDAY,0.742,UTA
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2018-11-01,201811,WEEKDAY,0.6602,UTA
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2018-11-01,201811,WEEKDAY,0.6628,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.7958,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-11-01,201811,SAT.,0.8184,UTA
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-11-01,201811,SUN.,0.7976,UTA
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6356,UTA
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6532,UTA
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2018-11-01,201811,WEEKDAY,0.6229,UTA
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6487,UTA
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6951,UTA
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.7942,UTA
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.8366,UTA
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6354,UTA
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6348,UTA
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.6373,UTA
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.5499,UTA
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.7082,UTA
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6267,UTA
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,0.5209,UTA
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2018-11-01,201811,SAT.,0.8465,Clever
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2018-11-01,201811,SUN.,0.8488,Clever
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,0.8084,Clever
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6936,UTA
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6533,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6431,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6358,UTA
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-11-01,201811,SUN.,0.6784,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.4635,UTA
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-11-01,201811,SAT.,0.2934,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,0.6912,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-11-01,201811,SAT.,0.6767,UTA
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-11-01,201811,SUN.,0.752,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-12-01,201812,WEEKDAY,0.5995,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-12-01,201812,SAT.,0.6381,UTA
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-12-01,201812,SUN.,0.6541,UTA
2,002,2 - MOUNT ROYAL,Ross,Bus,2018-12-01,201812,WEEKDAY,0.6197,UTA
4,004,4 - TROY HILL,Ross,Bus,2018-12-01,201812,WEEKDAY,0.7003,UTA
4,004,4 - TROY HILL,Ross,Bus,2018-12-01,201812,SAT.,0.7124,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-12-01,201812,WEEKDAY,0.7793,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-12-01,201812,SAT.,0.6959,UTA
6,006,6 - SPRING HILL,Ross,Bus,2018-12-01,201812,SUN.,0.7799,UTA
7,007,7 - SPRING GARDEN,Ross,Bus,2018-12-01,201812,WEEKDAY,0.8396,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-12-01,201812,WEEKDAY,0.6511,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-12-01,201812,SAT.,0.6883,UTA
8,008,8 - PERRYSVILLE,Ross,Bus,2018-12-01,201812,SUN.,0.7271,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-12-01,201812,WEEKDAY,0.731,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-12-01,201812,SAT.,0.7692,UTA
11,011,11 - FINEVIEW,Ross,Bus,2018-12-01,201812,SUN.,0.8275,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-12-01,201812,WEEKDAY,0.588,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-12-01,201812,SAT.,0.599,UTA
12,012,12 - MCKNIGHT,Ross,Bus,2018-12-01,201812,SUN.,0.6337,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-12-01,201812,WEEKDAY,0.6591,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-12-01,201812,SAT.,0.7156,UTA
13,013,13 - BELLEVUE,Ross,Bus,2018-12-01,201812,SUN.,0.7104,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-12-01,201812,WEEKDAY,0.7297,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-12-01,201812,SAT.,0.7753,UTA
14,014,14 - OHIO VALLEY,Ross,Bus,2018-12-01,201812,SUN.,0.8234,UTA
15,015,15 - CHARLES,Ross,Bus,2018-12-01,201812,WEEKDAY,0.7493,UTA
15,015,15 - CHARLES,Ross,Bus,2018-12-01,201812,SAT.,0.735,UTA
15,015,15 - CHARLES,Ross,Bus,2018-12-01,201812,SUN.,0.7245,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-12-01,201812,WEEKDAY,0.7027,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-12-01,201812,SAT.,0.7289,UTA
16,016,16 - BRIGHTON,Ross,Bus,2018-12-01,201812,SUN.,0.7048,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-12-01,201812,WEEKDAY,0.6931,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-12-01,201812,SAT.,0.7015,UTA
17,017,17 - SHADELAND,Ross,Bus,2018-12-01,201812,SUN.,0.6778,UTA
18,018,18 - MANCHESTER,Ross,Bus,2018-12-01,201812,WEEKDAY,0.7959,UTA
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-12-01,201812,WEEKDAY,0.6867,UTA
20,020,20 - KENNEDY,Collier,Bus,2018-12-01,201812,WEEKDAY,0.6893,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-12-01,201812,WEEKDAY,0.6735,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-12-01,201812,SAT.,0.6771,UTA
21,021,21 - CORAOPOLIS,Collier,Bus,2018-12-01,201812,SUN.,0.754,UTA
22,022,22 - MCCOY,Collier,Bus,2018-12-01,201812,WEEKDAY,0.7778,UTA
22,022,22 - MCCOY,Collier,Bus,2018-12-01,201812,SAT.,0.6827,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-12-01,201812,WEEKDAY,0.6827,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-12-01,201812,SAT.,0.5242,UTA
24,024,24 - WEST PARK,Collier,Bus,2018-12-01,201812,SUN.,0.686,UTA
26,026,26 - CHARTIERS,Collier,Bus,2018-12-01,201812,WEEKDAY,0.7745,UTA
